Age,Workclass,Years of Education,Occupation,Race,Sex,Hour/Week,Country,Classification
31, Private,9, Craft-repair, White, Male,40, USA, Yes
76, Private,6, Business, Black, Female,12, USA, No
54, Private,13, Business, Black, Female,60, USA, No
32, Government,13, Prof-specialty, White, Male,40, USA, Yes
31, Private,10, Adm-clerical, White, Female,52, USA, No
31, Government,13, Protective-serv, White, Male,50, USA, Yes
65, Self,15, Prof-specialty, White, Male,40, USA, No
30, Private,9, Machine-op-inspct, White, Male,60, Other, Yes
63, ?,9, ?, White, Male,40, USA, No
21, Private,10, Prof-specialty, White, Female,10, USA, No
40, Government,14, Tech-support, Other, Male,40, Other, Yes
26, Government,10, Craft-repair, White, Female,40, USA, No
18, Private,7, Other-service, White, Female,8, USA, No
34, Government,9, Other-service, White, Male,50, USA, No
66, Government,10, Other-service, White, Female,40, ?, Yes
44, Self,10, Farming-fishing, White, Male,60, USA, No
30, Private,12, Tech-support, White, Female,40, USA, No
36, Self,13, Craft-repair, White, Male,40, USA, No
31, Private,10, Prof-specialty, White, Male,50, USA, Yes
22, Private,10, Business, White, Male,20, USA, No
28, ?,4, ?, White, Male,84, USA, No
23, Private,9, Business, Other, Male,40, USA, No
49, Private,14, Business, White, Male,50, USA, Yes
39, Self,13, Craft-repair, White, Male,35, USA, No
67, ?,13, ?, White, Male,60, USA, Yes
19, Private,10, Handlers-cleaners, White, Male,16, USA, No
30, Private,12, Business, White, Male,50, USA, Yes
25, Private,10, Craft-repair, Other, Female,40, Other, No
24, Private,9, Transport-moving, Other, Male,30, ?, No
46, Private,9, Machine-op-inspct, White, Male,40, USA, No
37, Private,14, Prof-specialty, White, Male,45, USA, No
41, Government,9, Other-service, White, Male,40, USA, No
40, Self,10, Prof-specialty, White, Male,20, USA, No
44, Private,9, Adm-clerical, White, Female,40, USA, No
32, Private,9, Machine-op-inspct, White, Male,40, USA, No
58, Private,9, Handlers-cleaners, Black, Male,20, USA, Yes
48, Private,9, Machine-op-inspct, White, Male,48, USA, No
34, Private,13, Business, White, Male,40, USA, No
29, Private,11, Adm-clerical, Black, Female,40, USA, No
46, Self,13, Business, White, Male,50, USA, Yes
36, Government,9, Transport-moving, Other, Male,40, USA, No
59, Government,13, Adm-clerical, White, Male,38, USA, No
29, Private,8, Transport-moving, White, Male,40, Other, No
50, ?,14, ?, White, Male,40, USA, No
25, Private,9, Machine-op-inspct, White, Male,40, USA, No
27, Private,12, Other-service, Other, Female,35, Other, No
48, Private,9, Farming-fishing, White, Male,70, USA, No
51, Government,16, Prof-specialty, White, Female,70, USA, Yes
36, Private,9, Transport-moving, White, Male,45, USA, Yes
42, Government,7, Business, White, Male,50, Other, Yes
49, Government,13, Adm-clerical, White, Male,40, USA, Yes
33, Private,10, Tech-support, White, Male,20, USA, No
40, Private,13, Business, White, Male,60, USA, Yes
26, Private,13, Prof-specialty, White, Female,40, USA, No
69, ?,9, ?, White, Female,40, USA, Yes
59, Private,9, Machine-op-inspct, White, Male,30, Other, No
30, Private,9, Adm-clerical, White, Female,40, USA, No
31, Government,12, Adm-clerical, White, Female,35, USA, No
30, Private,13, Business, White, Male,50, USA, Yes
27, Private,13, Business, White, Female,40, USA, No
20, ?,10, ?, White, Female,16, USA, No
56, Private,12, Adm-clerical, White, Female,40, USA, No
24, Private,9, Machine-op-inspct, White, Male,40, USA, No
47, Private,13, Business, White, Female,50, USA, No
51, Private,13, Prof-specialty, Black, Male,35, USA, No
34, Private,9, Craft-repair, White, Male,45, USA, No
47, Private,9, Other-service, Black, Male,9, USA, No
47, Private,10, Adm-clerical, White, Male,44, USA, Yes
20, Private,10, Adm-clerical, Other, Female,40, Other, No
34, Self,9, Craft-repair, White, Male,54, ?, Yes
31, Private,7, Other-service, White, Female,40, USA, No
42, Private,11, Other-service, White, Female,32, USA, No
52, Private,3, Craft-repair, White, Male,40, Other, No
56, Private,9, Adm-clerical, White, Female,40, USA, No
53, Private,9, Craft-repair, White, Male,40, USA, Yes
26, Private,10, Business, White, Male,50, USA, Yes
81, Private,10, Adm-clerical, White, Female,20, USA, No
28, ?,6, ?, Black, Female,40, USA, No
57, Government,10, Prof-specialty, White, Male,48, USA, Yes
34, Private,9, Adm-clerical, White, Female,40, USA, No
31, ?,6, ?, White, Male,40, USA, No
24, Private,11, Tech-support, Black, Female,40, USA, No
20, Private,9, Other-service, White, Male,40, USA, No
68, Government,10, Adm-clerical, Black, Female,40, USA, No
60, Private,9, Business, White, Female,32, USA, No
37, Government,10, Craft-repair, White, Male,40, USA, No
25, Private,4, Handlers-cleaners, White, Male,40, USA, No
36, Government,9, Adm-clerical, White, Male,40, USA, No
45, Private,12, Craft-repair, White, Male,40, USA, No
34, Private,10, Business, White, Male,60, USA, Yes
31, Private,13, Business, White, Female,70, USA, No
47, Self,13, Farming-fishing, White, Male,60, USA, No
60, Self,9, Craft-repair, White, Male,42, USA, Yes
75, Private,13, Business, White, Male,24, USA, No
43, Government,10, Protective-serv, White, Male,40, USA, No
18, Private,9, Handlers-cleaners, White, Male,40, USA, No
25, Private,13, Tech-support, Other, Female,40, Other, No
20, Private,9, Adm-clerical, White, Female,40, USA, No
32, Private,9, Business, White, Female,50, USA, No
57, Self,13, Business, White, Male,20, USA, No
43, Private,10, Transport-moving, White, Male,60, USA, Yes
18, Self,9, Farming-fishing, White, Male,40, USA, No
41, Government,13, Prof-specialty, Black, Female,40, USA, No
48, Private,9, Machine-op-inspct, White, Male,40, Other, No
35, Private,9, Transport-moving, White, Male,90, USA, Yes
41, Government,11, Business, White, Male,40, USA, No
23, Private,9, Craft-repair, Black, Female,20, USA, No
32, Government,13, Protective-serv, White, Male,45, USA, Yes
33, Private,9, Craft-repair, White, Male,40, Other, No
58, Private,9, Machine-op-inspct, White, Male,40, USA, No
22, Private,10, Business, White, Male,65, USA, No
33, Private,10, Other-service, White, Female,50, USA, No
42, Self,15, Prof-specialty, White, Male,38, USA, Yes
25, Private,9, Adm-clerical, White, Female,40, USA, No
39, Private,9, Prof-specialty, White, Male,50, USA, Yes
35, Private,13, Business, White, Male,45, USA, Yes
50, Private,10, Adm-clerical, White, Female,38, USA, Yes
49, Government,14, Business, White, Male,50, USA, Yes
25, Government,13, Prof-specialty, White, Male,40, USA, No
47, Government,10, Adm-clerical, Black, Female,40, USA, No
46, Private,10, Business, White, Female,40, USA, Yes
42, Government,12, Prof-specialty, Black, Male,40, USA, No
37, Private,7, Transport-moving, White, Male,60, USA, Yes
25, Private,13, Craft-repair, White, Male,40, Other, No
29, Private,6, Craft-repair, White, Male,40, USA, No
26, Private,10, Business, White, Male,45, USA, No
26, ?,10, ?, White, Female,40, USA, No
45, Self,13, Business, White, Male,40, USA, Yes
34, Private,9, Business, White, Female,30, USA, No
33, Government,12, Adm-clerical, Black, Female,40, USA, No
43, Private,13, Business, White, Male,40, USA, Yes
28, Private,9, Craft-repair, White, Male,45, USA, No
51, Self,10, Farming-fishing, White, Male,75, USA, No
21, Private,10, Other-service, White, Female,35, USA, No
23, Private,12, Other-service, White, Female,35, USA, No
30, Private,9, Tech-support, White, Female,40, USA, No
46, Private,14, Business, White, Male,45, USA, Yes
38, Self,9, Farming-fishing, White, Male,50, USA, No
20, Private,9, Business, White, Male,40, USA, No
36, Private,13, Prof-specialty, White, Male,50, USA, Yes
37, Self,15, Prof-specialty, White, Male,50, USA, Yes
44, Government,14, Prof-specialty, White, Male,42, USA, No
33, Private,9, Craft-repair, White, Male,40, USA, Yes
45, Government,13, Business, White, Male,40, USA, No
47, Private,10, Craft-repair, White, Male,40, USA, No
54, Private,9, Craft-repair, Other, Male,40, USA, Yes
17, Private,6, Other-service, White, Male,30, USA, No
43, Private,9, Business, White, Female,36, Other, Yes
45, Private,13, Prof-specialty, White, Female,50, USA, Yes
37, Private,10, Adm-clerical, White, Female,40, USA, No
44, Government,11, Craft-repair, White, Male,40, USA, Yes
55, Government,14, Prof-specialty, White, Female,50, USA, No
41, Private,9, Machine-op-inspct, White, Male,48, USA, No
23, Private,13, Adm-clerical, White, Female,40, USA, No
38, Private,10, Adm-clerical, Black, Female,40, USA, No
23, Private,13, Handlers-cleaners, White, Female,40, Other, No
35, Private,9, Craft-repair, White, Male,40, USA, Yes
18, Private,7, Business, White, Male,20, USA, No
47, Private,11, Other-service, White, Male,40, USA, No
25, Private,10, Prof-specialty, White, Female,8, USA, No
41, Self,9, Business, White, Male,50, USA, No
23, Private,10, Adm-clerical, Other, Female,24, Other, No
41, Private,9, Adm-clerical, White, Female,40, USA, No
26, Private,10, Business, White, Male,50, USA, No
30, Government,10, Adm-clerical, White, Male,40, USA, No
42, Private,10, Business, White, Male,40, USA, Yes
35, Private,9, Business, White, Female,40, USA, No
28, ?,13, ?, White, Male,18, USA, No
29, Private,10, Tech-support, White, Female,40, USA, No
21, Private,10, Adm-clerical, White, Female,15, USA, No
48, Government,14, Prof-specialty, White, Male,40, USA, Yes
44, Self,9, Transport-moving, White, Male,60, USA, No
34, Government,5, Other-service, White, Male,40, USA, No
19, Private,9, Other-service, White, Female,25, USA, No
32, Private,10, Craft-repair, White, Male,40, USA, Yes
31, Government,12, Other-service, Black, Female,40, USA, No
25, Private,9, Handlers-cleaners, White, Male,40, USA, No
47, Government,9, Adm-clerical, Black, Male,40, USA, Yes
46, Government,7, Adm-clerical, White, Female,40, USA, No
18, Private,8, Adm-clerical, White, Male,40, USA, No
31, Private,10, Adm-clerical, White, Female,20, USA, No
28, Government,9, Adm-clerical, White, Female,40, USA, No
38, Private,9, Machine-op-inspct, White, Male,48, USA, Yes
33, Self,9, Craft-repair, White, Male,40, USA, Yes
17, ?,6, ?, White, Female,15, USA, No
41, Private,11, Business, White, Male,40, USA, Yes
46, Private,10, Business, White, Male,40, USA, Yes
38, Government,10, Prof-specialty, White, Male,44, USA, No
24, Private,13, Business, White, Male,60, USA, No
49, Private,9, Machine-op-inspct, White, Male,40, USA, Yes
60, Government,10, Prof-specialty, Other, Female,40, USA, No
44, Private,13, Business, White, Male,60, USA, Yes
63, Self,11, Business, White, Male,40, USA, Yes
40, Private,9, Business, White, Male,60, USA, Yes
45, Self,10, Business, White, Male,50, USA, Yes
49, Private,10, Adm-clerical, White, Male,50, USA, Yes
36, Private,9, Business, White, Female,40, USA, No
65, Government,9, Other-service, White, Male,8, USA, No
41, Private,13, Business, White, Male,20, USA, No
25, Private,14, Other-service, White, Female,40, USA, No
20, ?,10, ?, White, Female,35, USA, No
60, Private,11, Adm-clerical, White, Male,40, USA, No
17, Government,7, Prof-specialty, White, Female,20, Other, No
28, Private,12, Business, White, Female,16, USA, Yes
31, Private,12, Craft-repair, Other, Male,50, USA, No
47, Private,14, Prof-specialty, White, Female,35, USA, No
45, Self,10, Transport-moving, White, Male,45, USA, No
51, Private,13, Prof-specialty, White, Male,40, USA, No
23, Private,9, Machine-op-inspct, Black, Male,40, USA, No
44, Self,14, Business, White, Female,60, USA, Yes
34, Private,9, Business, White, Male,50, USA, No
19, Private,10, Prof-specialty, White, Male,10, USA, No
51, ?,9, ?, White, Male,40, USA, Yes
46, Government,9, Transport-moving, White, Male,40, USA, No
30, Private,16, Prof-specialty, Other, Male,40, Other, Yes
37, Private,6, Farming-fishing, White, Male,35, Other, No
56, Private,15, Prof-specialty, White, Male,45, USA, Yes
29, Private,9, Adm-clerical, White, Male,45, USA, No
46, Self,14, Craft-repair, White, Male,50, USA, Yes
55, Private,9, Craft-repair, White, Male,40, USA, No
45, Private,13, Business, White, Male,48, USA, Yes
34, Private,9, Handlers-cleaners, White, Male,40, Other, No
45, ?,5, ?, Black, Male,40, USA, No
41, Private,13, Adm-clerical, White, Male,40, USA, No
22, ?,10, ?, White, Male,20, USA, No
34, Private,15, Prof-specialty, White, Male,50, USA, Yes
27, Private,9, Craft-repair, Black, Male,40, USA, No
29, Private,10, Handlers-cleaners, Black, Male,37, USA, No
19, Government,8, Other-service, White, Female,30, USA, No
47, Government,13, Prof-specialty, White, Male,40, USA, No
43, Self,10, Business, White, Male,50, USA, Yes
52, Private,11, Business, Black, Female,60, USA, No
33, Self,12, Business, White, Male,60, USA, No
29, Private,5, Transport-moving, White, Male,40, USA, No
23, Private,9, Handlers-cleaners, White, Male,40, USA, No
23, Private,10, Business, White, Male,40, USA, No
39, Private,13, Business, White, Male,60, USA, No
43, Private,3, Machine-op-inspct, White, Female,40, Other, No
31, Private,9, Craft-repair, White, Male,40, USA, Yes
47, Self,9, Craft-repair, White, Male,40, USA, Yes
26, Private,9, Adm-clerical, White, Male,60, USA, No
58, Government,10, Prof-specialty, White, Female,55, USA, No
47, Self,15, Prof-specialty, White, Male,50, USA, Yes
55, Private,13, Tech-support, White, Female,38, USA, No
26, Private,9, Business, White, Female,40, USA, No
28, Private,9, Machine-op-inspct, White, Female,40, USA, No
36, Private,9, Craft-repair, Black, Male,40, USA, No
40, Private,9, Business, White, Male,50, USA, No
19, Private,7, Other-service, White, Male,40, USA, No
63, Self,13, Business, White, Male,40, USA, Yes
42, Private,13, Transport-moving, White, Male,40, USA, No
76, Private,5, Protective-serv, White, Male,13, USA, No
23, Government,11, Tech-support, White, Female,40, USA, No
38, Self,3, Transport-moving, White, Male,40, USA, No
33, Government,14, Prof-specialty, Other, Male,30, Other, No
48, Government,14, Prof-specialty, White, Male,40, USA, Yes
56, Private,10, Transport-moving, White, Male,40, USA, Yes
32, Private,9, Machine-op-inspct, Black, Male,40, USA, No
44, Government,10, Prof-specialty, White, Female,25, USA, No
27, Private,9, Adm-clerical, Black, Female,40, USA, No
33, Government,10, Business, White, Male,50, USA, No
22, Private,3, Handlers-cleaners, White, Male,40, Other, No
18, ?,10, ?, White, Female,20, USA, No
44, Private,9, Craft-repair, White, Male,40, USA, No
42, Private,9, Transport-moving, Other, Male,60, USA, No
34, Private,10, Adm-clerical, White, Female,40, USA, No
45, Government,9, Adm-clerical, White, Male,40, USA, No
57, Self,9, Business, White, Male,40, Other, No
59, Government,13, Prof-specialty, White, Male,40, USA, Yes
33, Government,10, Business, Black, Female,40, USA, Yes
52, Private,9, Farming-fishing, Other, Male,49, Other, No
17, Private,8, Business, White, Female,15, USA, No
29, Private,9, Other-service, White, Male,30, Other, No
63, Self,13, Business, White, Male,30, USA, Yes
20, Private,10, Handlers-cleaners, White, Male,24, USA, No
42, Self,15, Prof-specialty, White, Male,50, USA, Yes
50, Self,9, Farming-fishing, White, Male,50, USA, No
55, Private,9, Priv-house-serv, White, Female,30, USA, No
